  25.2500 7.8851e+03 6.6463e+03 9.3916e+03 6.6772e+03 9.3219e+03 7.6100e+03 8.3381e+03 9.2575e+03 6.7444e+03 7.9667e+03 6.6772e+03 9.3219e+03 7.7856e+03
  25.5000 7.4697e+03 6.3007e+03 8.8887e+03 6.3298e+03 8.8228e+03 7.2108e+03 7.8973e+03 8.7649e+03 6.3902e+03 7.5439e+03 6.3298e+03 8.8228e+03 7.3798e+03
  25.7500 7.0794e+03 5.9758e+03 8.4166e+03 6.0031e+03 8.3542e+03 6.8355e+03 7.4832e+03 8.3022e+03 6.0572e+03 7.1469e+03 6.0031e+03 8.3542e+03 6.9983e+03
  26.0000 6.7125e+03 5.6701e+03 7.9732e+03 5.6958e+03 7.9141e+03 6.4826e+03 7.0939e+03 7.8676e+03 5.7442e+03 6.7737e+03 5.6958e+03 7.9141e+03 6.6394e+03
  26.2500 6.3673e+03 5.3823e+03 7.5566e+03 5.4065e+03 7.5006e+03 6.1505e+03 6.7279e+03 7.4590e+03 5.4496e+03 6.4229e+03 5.4065e+03 7.5006e+03 6.3017e+03
  26.5000 6.0425e+03 5.1113e+03 7.1649e+03 5.1340e+03 7.1119e+03 5.8379e+03 6.3835e+03 7.0748e+03 5.1724e+03 6.0929e+03 5.1340e+03 7.1119e+03 5.9836e+03
  26.7500 5.7368e+03 4.8559e+03 6.7966e+03 4.8773e+03 6.7463e+03 5.5436e+03 6.0594e+03 6.7132e+03 4.9113e+03 5.7824e+03 4.8773e+03 6.7463e+03 5.6839e+03
  27.0000 5.4487e+03 4.6151e+03 6.4500e+03 4.6353e+03 6.4023e+03 5.2662e+03 5.7541e+03 6.3729e+03 4.6654e+03 5.4900e+03 4.6353e+03 6.4023e+03 5.4014e+03
  27.2500 5.1772e+03 4.3880e+03 6.1237e+03 4.4070e+03 6.0784e+03 5.0048e+03 5.4665e+03 6.0523e+03 4.4336e+03 5.2146e+03 4.4070e+03 6.0784e+03 5.1350e+03
  27.5000 4.9213e+03 4.1736e+03 5.8164e+03 4.1916e+03 5.7734e+03 4.7582e+03 5.1954e+03 5.7502e+03 4.2149e+03 4.9550e+03 4.1916e+03 5.7734e+03 4.8836e+03
  27.7500 4.6799e+03 3.9713e+03 5.5268e+03 3.9883e+03 5.4859e+03 4.5256e+03 4.9397e+03 5.4655e+03 4.0087e+03 4.7103e+03 3.9883e+03 5.4859e+03 4.6463e+03
  28.0000 4.4520e+03 3.7802e+03 5.2537e+03 3.7963e+03 5.2149e+03 4.3059e+03 4.6984e+03 5.1969e+03 3.8140e+03 4.4794e+03 3.7963e+03 5.2149e+03 4.4222e+03
  28.2500 4.2368e+03 3.5997e+03 4.9961e+03 3.6148e+03 4.9592e+03 4.0985e+03 4.4707e+03 4.9434e+03 3.6301e+03 4.2615e+03 3.6148e+03 4.9592e+03 4.2105e+03
  28.5000 4.0336e+03 3.4290e+03 4.7531e+03 3.4433e+03 4.7180e+03 3.9025e+03 4.2556e+03 4.7041e+03 3.4564e+03 4.0557e+03 3.4433e+03 4.7180e+03 4.0104e+03
  28.7500 3.8415e+03 3.2675e+03 4.5235e+03 3.2811e+03 4.4901e+03 3.7173e+03 4.0523e+03 4.4780e+03 3.2922e+03 3.8613e+03 3.2811e+03 4.4901e+03 3.8211e+03
  29.0000 3.6599e+03 3.1148e+03 4.3067e+03 3.1277e+03 4.2749e+03 3.5421e+03 3.8602e+03 4.2645e+03 3.1369e+03 3.6776e+03 3.1277e+03 4.2749e+03 3.6421e+03
  29.2500 3.4882e+03 2.9702e+03 4.1018e+03 2.9824e+03 4.0716e+03 3.3764e+03 3.6785e+03 4.0625e+03 2.9901e+03 3.5039e+03 2.9824e+03 4.0716e+03 3.4727e+03
